Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:21O0XXPEWPtePt5RMY93Ob,"All Caps","Madvillainy","Madvillain;Madlib;MF DOOM",2004-03-24,130479,69,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:18:04Z,"experimental hip hop,alternative hip hop,jazz rap,east coast hip hop","Stones Throw Records",0.358,0.889,1,-8.045,1,0.335,0.266,0.0000146,0.172,0.666,85.61,4
spotify:track:5S8VwnB4sLi6W0lYTWYylu,"hey now (feat. dody6)","GNX","Kendrick Lamar;Dody6",2024-11-22,217478,72,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:18:06Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.806,0.358,10,-8.769,1,0.117,0.00443,0.00162,0.412,0.188,102.011,4
spotify:track:7EQvdUJqZ2i7SWvSB2VqGA,"Doomsday","Operation: Doomsday (Complete)","MF DOOM;Pebbles The Invisible Girl",1999-10-19,298053,73,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:18:07Z,"experimental hip hop,east coast hip hop,jazz rap,alternative hip hop","Metalface Records",0.856,0.84,6,-7.736,0,0.334,0.0973,0,0.0773,0.792,95.416,4
spotify:track:0xaQ86cGRgcF8wwP1SkXsb,"So Be It","Let God Sort Em Out","Clipse;Pusha T;Malice",2025-07-11,194866,68,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:18:10Z,"","Roc Nation Distribution",0.502,0.681,2,-4.705,1,0.323,0.0581,0,0.312,0.651,85.282,4
spotify:track:1eTaznNW4Xxtx9za2SMTXB,"DENIAL IS A RIVER","Alligator Bites Never Heal","Doechii",2024-08-30,159586,78,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:18:18Z,"","Top Dawg Entertainment/Capitol Records",0.825,0.644,6,-3.24,0,0.33,0.0905,0,0.0795,0.622,93.292,4
spotify:track:6ie0uyyvOKTTuIFBMPiNIl,"Judge Judy","CHROMAKOPIA","Tyler, The Creator",2024-10-28,269622,67,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:18:21Z,"","Columbia",0.622,0.661,1,-5.906,1,0.0826,0.297,0.000135,0.165,0.362,76.331,4
spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Like Him (feat. Lola Young)","CHROMAKOPIA","Tyler, The Creator;Lola Young",2024-10-28,278014,85,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:19:40Z,"","Columbia",0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3
spotify:track:7M6yyDtLr2UvdSfpM30oDe,"Ride (feat. Do or Die)","STAR LINE","Chance the Rapper;Do Or Die",2025-08-15,179368,56,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:01Z,"","Chance The Rapper LLC",0.817,0.832,11,-3.821,0,0.161,0.263,0,0.264,0.703,139.966,4
spotify:track:58nLLDEP28jLGbqbGZD7OB,"Tree (feat. Lil Wayne & Smino)","STAR LINE","Chance the Rapper;Lil Wayne;Smino",2025-08-15,267692,54,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:05Z,"rap,hip hop","Chance The Rapper LLC",0.763,0.617,2,-5.513,1,0.279,0.0717,0,0.836,0.545,129.832,4
spotify:track:2LPNXtjG3eaIbFBoaMN354,"DANCE NOW","PUNK TACTICS","Joey Valence & Brae",2023-09-08,130343,56,false,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:13Z,"","JVB Records",0.82,0.88,4,-2.848,0,0.329,0.0187,0,0.203,0.66,100.073,4
spotify:track:2jQ1P0aGT4WkNyJCeoQnb9,"PUNK TACTICS","PUNK TACTICS","Joey Valence & Brae",2023-09-08,143609,71,false,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:17Z,"","JVB Records",0.69,0.967,1,-1.752,1,0.377,0.0157,0,0.0742,0.513,97.974,4
spotify:track:7lx69Bf8P4NeKhmZKbtNC0,"Drapetomania (feat. BabyChiefDoit)","STAR LINE","Chance the Rapper;BabyChiefDoit",2025-08-15,172309,58,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:23Z,"chicago drill","Chance The Rapper LLC",0.776,0.952,1,-3.692,1,0.31,0.286,0,0.182,0.56,145.083,4
spotify:track:12FnOWzpxUtOj5hW1xhV6A,"Back To The Go (feat. VIC MENSA)","STAR LINE","Chance the Rapper;VIC MENSA",2025-08-15,260736,52,false,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:28Z,"","Chance The Rapper LLC",0.601,0.828,4,-6.282,0,0.569,0.425,0,0.096,0.454,170.007,4
spotify:track:3LXxHFZWt6OHdBsgucSIjJ,"Community (with Clipse, Pusha T & Malice)","God Does Like Ugly","JID;Clipse;Pusha T;Malice",2025-08-08,265527,61,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:36Z,"","Dreamville/Interscope Records",0.56,0.843,11,-4.056,0,0.348,0.486,0,0.0961,0.672,152.351,4
spotify:track:1U1ulJ1H9eXkrVTW8ot0T3,"VCRs (with Vince Staples)","God Does Like Ugly","JID;Vince Staples",2025-08-08,238272,58,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:41Z,"","Dreamville/Interscope Records",0.561,0.816,8,-4.558,1,0.353,0.316,0,0.229,0.472,165.848,4
spotify:track:0gTzUSGlZvhrSz72OnBijn,"Sk8 (with Ciara & EARTHGANG)","God Does Like Ugly","JID;Ciara;EARTHGANG",2025-08-08,190663,61,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:45Z,"","Dreamville/Interscope Records",0.788,0.792,1,-5.193,1,0.154,0.281,0,0.183,0.466,140.989,4
spotify:track:3qNWjZnk8czRL8u2ANUsYh,"METALI!! (feat. Tom Morello)","METAL FORTH","BABYMETAL;Tom Morello",2025-08-08,208080,49,false,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:20:58Z,"j-rock","Capitol Records",0.605,0.972,10,-3.142,0,0.147,0.00309,0.405,0.0816,0.522,100.012,4
spotify:track:0mwlZQjUxspUTpAzLwexw7,"P.O.V.","Let God Sort Em Out","Clipse;Tyler, The Creator;Pusha T;Malice",2025-07-11,258030,67,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:21:07Z,"","Roc Nation Distribution",0.636,0.574,10,-10.915,0,0.195,0.0532,0,0.123,0.488,156.08,4
spotify:track:3fZd2UtWZMntClCSnJ7PDY,"M.T.B.T.T.F.","Let God Sort Em Out","Clipse;Pusha T;Malice",2025-07-11,156013,64,true,226w3phs7mjprjolyqjkylp3q,2025-08-21T20:21:16Z,"","Roc Nation Distribution",0.802,0.749,2,-4.296,1,0.304,0.156,0,0.204,0.7,88.916,4
