Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6rJhZ1M5586Zk9P2YXcYRt,"DYSBF!","i was mature for my age, but i was still a child","PARTYOF2;Jadagrace;SWIM;TJOnline",2023-06-27,159775,34,true,,1970-01-01T00:00:00Z,"","grouptherapy.",0.919,0.514,5,-6.297,0,0.166,0.082,0,0.0826,0.327,144.986,4
spotify:track:3tUwmCcdunuXKwHu8u2aBn,"BOA","BOA","Megan Thee Stallion",2024-05-10,154732,53,true,,1970-01-01T00:00:00Z,"","Hot Girl Productions",0.896,0.74,0,-3.432,1,0.303,0.000444,0,0.11,0.807,147.027,4
spotify:track:6LcEFeDcSqcZIuacHRokqq,"Neon Nightlife (Disconauts)","REMIX RUMBLE (Original Soundtrack from Teamfight Tactics Set 10)","Teamfight Tactics Music",2023,204226,16,false,,1970-01-01T00:00:00Z,"","Riot Games",0.63,0.896,9,-6.097,0,0.0459,0.000221,0.835,0.0417,0.698,140.011,4
spotify:track:7yr9auCsJO1qOQi43kED7N,"H3@RT$ W3RE M3@NT T0 F7¥","Bando Stone and The New World","Childish Gambino",2024-07-19,187772,45,true,,1970-01-01T00:00:00Z,"","Wolf+Rothstein/RCA Records",0.485,0.562,11,-8.068,0,0.165,0.00966,0,0.528,0.231,182.21,4
spotify:track:35D1RA5uVFVhMc1qX80TaQ,"Balloon (feat. Doechii)","CHROMAKOPIA","Tyler, The Creator;Doechii",2024-10-28,154261,71,true,,1970-01-01T00:00:00Z,"","Columbia",0.437,0.868,6,-3.03,1,0.112,0.731,0,0.234,0.475,111.774,4
spotify:track:0kdqcbwei4MDWFEX5f33yG,"Bling-Bang-Bang-Born","Bling-Bang-Bang-Born","Creepy Nuts",2024-01-07,168135,75,false,,1970-01-01T00:00:00Z,"anime,j-pop,j-rap","Sony Music Labels Inc.",0.853,0.822,6,-6.836,0,0.246,0.0841,0.00985,0.166,0.746,157.013,4
spotify:track:29WxJqIfDRMo9isV07kbJP,"PARANOIA","PARANOIA","HEARTSTEEL;League of Legends;BAEKHYUN;tobi lou;ØZI;Cal Scruby",2023-10-23,198817,50,false,,1970-01-01T00:00:00Z,"k-pop,k-ballad,chinese r&b,chinese hip hop,mandopop,taiwanese pop,taiwanese indie,c-pop,chinese indie","Riot Games",0.589,0.908,8,-4.433,1,0.109,0.0151,0,0.338,0.501,170.019,4
spotify:track:5V7QNaunpviHGU1qustwbl,"Sweet Thang (feat. Summer Walker)","Atavista","Childish Gambino;Summer Walker",2024-05-13,425574,43,false,,1970-01-01T00:00:00Z,"r&b","Wolf+Rothstein/RCA Records",0.339,0.539,5,-7.425,1,0.0375,0.22,0,0.11,0.0726,149.916,4
spotify:track:0pvZCv4JOS5WBu7JITYef6,"I Hope You Find Your Way Home","CHROMAKOPIA","Tyler, The Creator",2024-10-28,269704,64,true,,1970-01-01T00:00:00Z,"","Columbia",0.621,0.596,4,-4.35,1,0.0607,0.294,0.0000553,0.134,0.207,112.188,4
spotify:track:6V81K1OcvYgHEnCA6A2Qx9,"Start a Riot","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Duckwrth;Shaboozey",2018-12-14,171466,63,false,,1970-01-01T00:00:00Z,"","Universal Records",0.728,0.727,2,-3.585,1,0.206,0.0128,0,0.0882,0.891,143.144,4
spotify:track:0YW3KwrteE2WJ5eZBBycOk,"Orchestrated Chaos","REMIX RUMBLE (Original Soundtrack from Teamfight Tactics Set 10)","Teamfight Tactics Music",2023,172617,13,false,,1970-01-01T00:00:00Z,"","Riot Games",0.443,0.923,1,-4.759,1,0.0538,0.035,0.892,0.0687,0.477,179.96,4
spotify:track:0sQj2Ggna6UjRyIO0tKE7y,"The Violence","Atavista","Childish Gambino",2024-05-13,363355,41,false,,1970-01-01T00:00:00Z,"","Wolf+Rothstein/RCA Records",0.613,0.765,4,-7.348,0,0.0604,0.253,0.0977,0.166,0.517,148.028,4
spotify:track:1eTaznNW4Xxtx9za2SMTXB,"DENIAL IS A RIVER","Alligator Bites Never Heal","Doechii",2024-08-30,159586,78,true,,1970-01-01T00:00:00Z,"","Top Dawg Entertainment/Capitol Records",0.825,0.644,6,-3.24,0,0.33,0.0905,0,0.0795,0.622,93.292,4
spotify:track:2qSkIjg1o9h3YT9RAgYN75,"Espresso","Espresso","Sabrina Carpenter",2024-04-12,175459,84,true,,1970-01-01T00:00:00Z,"pop","Island Records",0.701,0.76,0,-5.478,1,0.0285,0.107,0.0000654,0.185,0.69,103.969,4
spotify:track:1AG7YrtmqKDQTe3wpBXKhp,"REMIX RUMBLE - Steve Aoki Remix","REMIX RUMBLE (Steve Aoki Remix)","League of Legends Music;Teamfight Tactics Music;Steve Aoki",2023,217807,25,false,,1970-01-01T00:00:00Z,"electro house,edm","Riot Games",0.593,0.91,1,-5.275,1,0.0358,0.00126,0.84,0.154,0.154,100.011,4
spotify:track:50YZAls4cS1sZxvWxCTh3y,"We Are God","Bando Stone and The New World","Childish Gambino",2024-07-19,263151,38,false,,1970-01-01T00:00:00Z,"","Wolf+Rothstein/RCA Records",0.422,0.538,5,-12.162,0,0.0617,0.0348,0.000126,0.094,0.272,154.045,4
spotify:track:6rPPngIRwwQYUwuv048TKe,"Snap My Finger (feat. PinkPantheress)","TIMELESS","KAYTRANADA;PinkPantheress",2024-06-07,201371,46,true,,1970-01-01T00:00:00Z,"bedroom pop","KAYTRANADA/RCA Records",0.772,0.639,5,-7.876,0,0.0455,0.016,0.00975,0.431,0.497,117.99,4
